Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Radulinus boleoides,NA,Darter Sculpin,NA,F-RABO,AFC4E11020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Raja binoculata,NA,Big Skate,NA,F-RABI,AFDFD01020,G5,Feb-17,SNR,NA,NA,NAR (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Raja rhina,NA,Longnose Skate,NA,F-RARH,AFDFD01120,G5,Apr-17,SNR,NA,NA,NAR (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Reinhardtius hippoglossoides,NA,Greeenland Halibut,NA,F-REHI,AFCTB20010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Remora australis,NA,Whalesucker,NA,F-REAU,AFCSZ03010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Echeneidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rhacochilus vacca,NA,Pile Perch,NA,F-RHVA,AFCQK10020,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rhamphocottus richardsonii,NA,Grunt Sculpin,NA,F-RHRI,AFC4E12010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Rhamphocottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rhinichthys cataractae,NA,Longnose Dace,NA,F-RHCA,AFCJB37020,G5,Aug-15,S5,May-19,Jan-92,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rhinichthys cataractae - Chehalis lineage,Rhinichthys sp. 4,Nooksack Dace,NA,F-RHCA-CH,AFCJB37110,G3,Sep-96,S1,May-19,Jan-92,E (Dec 2018),NA,Red,NA,NA,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Nicola Basin; Northwestern Cascade Ranges; Okanagan Range; Outer Fjordland; Pavilion Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,1-E (Jun 2003),NA,1 - At Risk(2000),NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,1;2;3;8,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CWH,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Rhinichthys falcatus,NA,Leopard Dace,NA,F-RHFA,AFCJB37040,G4,Feb-16,S5?,May-19,May-19,NAR (May 1990),NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rhinichthys osculus,NA,Speckled Dace,NA,F-RHOS,AFCJB37050,G5,Sep-96,S3?,May-19,May-19,E (Nov 2016),NA,Blue,NA,NA,Cariboo Basin; Central Columbia Mountains; Central Chilcotin Ranges; Chilcotin Plateau; Central Pacific Ranges; Eastern Pacific Ranges; Fraser River Basin; Guichon Upland; Hozameen Range; Leeward Pacific Ranges; Nicola Basin; Northern Okanagan Basin; Northern Okanagan Highland; Northern Thompson Upland; Okanagan Range; Pavilion Ranges; Southern Columbia Mountains; Southern Chilcotin Ranges; Selkirk Foothills; Shuswap Basin; Southern Okanogan Basin; Southern Okanogan Highland; Shuswap River Highland; Thompson Basin; Tranquille Upland; Western Chilcotin Ranges; Western Okanagan Upland,NA,NA,NA,1-E (Mar 2009),NA,1 - At Risk(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,2;3;4;5;8,Cariboo Regional District; Columbia Shuswap Regional District; Fraser Valley Regional District; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of Kootenay Boundary; Regional District of Mount Waddington; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District,Keremeos; Princeton; Lillooet; Ashcroft; Chase; Kamloops; Logan Lake; Cache Creek; Lytton; Merritt; Salmo; Castlegar; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Coldstream; Lake Country; West Kelowna,IDF; PP,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Rhinichthys umatilla,NA,Umatilla Dace,NA,F-RHUM,AFCJB37120,G4,Jan-92,S2,Mar-19,Jan-92,T (Apr 2010),NA,Red,NA,NA,Big Bend Trench; Cariboo Basin; Cariboo Mountains; Cariboo Plateau; Central Columbia Mountains; Central Chilcotin Ranges; Chilcotin Plateau; Central Park Ranges; Central Pacific Ranges; East Kootenay Trench; Elk Valley; Eastern Purcell Mountains; Eastern Pacific Ranges; Fraser River Basin; Guichon Upland; Hozameen Range; Leeward Pacific Ranges; McGillivray Range; Nicola Basin; Northern Kootenay Mountains; Northern Okanagan Basin; Northern Okanagan Highland; Northern Park Ranges; Northern Shuswap Highland; Northern Thompson Upland; Okanagan Range; Pavilion Ranges; Quesnel Highland; Southern Columbia Mountains; Southern Chilcotin Ranges; Selkirk Foothills; Shuswap Basin; Southern Okanogan Basin; Southern Okanogan Highland; Southern Park Ranges; Southern Purcell Mountains; Shuswap River Highland; Thompson Basin; Tranquille Upland; Upper Columbia Valley; Upper Fraser Trench; Western Chilcotin Ranges; Western Okanagan Upland,NA,NA,NA,3 (Mar 2005),NA,2 - May be at risk(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,2;3;4;5;7;8,Cariboo Regional District; Columbia Shuswap Regional District; Fraser Valley Regional District; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of Kootenay Boundary; Regional District of Mount Waddington; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District,Keremeos; Osoyoos; Penticton; Princeton; Oliver; Summerland; Lillooet; Ashcroft; Chase; Kamloops; Logan Lake; Cache Creek; Clearwater; Lytton; Merritt; Nelson; Slocan; Salmo; Silverton; Creston; Kaslo; New Denver; Nakusp; Castlegar; Golden; Revelstoke; Salmon Arm; Sicamous; Canal Flats; Invermere; ; Kimberley; Radium Hot Springs; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Armstrong; Coldstream; Enderby; Lumby; Spallumcheen; Vernon; Kelowna; Lake Country; Peachland; West Kelowna,BG; ICH; IDF,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Rhinogobiops nicholsii,NA,Blackeye Goby,NA,F-RHNI,AFCQN15060,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rhinoliparis attenuatus,NA,Slim Snailfish,NA,F-RHAT,AFC4G23010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Richardsonius balteatus,NA,Redside Shiner,NA,F-RIBA,AFCJB39010,G5,Feb-16,S5,May-19,Jan-92,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Rimicola muscarum,NA,Kelp Clingfish,NA,F-RIMU,AFCXA03020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiesocidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Ronquilus jordani,NA,Northern Ronquil,NA,F-ROJO,AFCRY03010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Ruscarius meanyi,NA,Puget Sound Sculpin,NA,F-RUME,AFC4E40020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sagamichthys abei,NA,Shining Tubeshoulder,NA,F-SAAB,AFCHK03010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Salmo salar,NA,Atlantic Salmon,NA,F-SASA,AFCHA04060,G5,Aug-16,SNA,May-19,Jan-03,NA,NA,Exotic,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Exotic,Regularly occurring,NA,NA,N,N,NA
Salmo trutta,NA,Brown Trout,NA,F-SATR,AFCHA04070,G5,Sep-96,SNA,May-19,Jan-03,NA,NA,Exotic,NA,NA,NA,NA,NA,NA,NA,NA,7 - Exotic(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Exotic,Regularly occurring,NA,NA,N,N,NA
Salvelinus confluentus,NA,Bull Trout,NA,F-SACO,AFCHA05020,G5,Dec-17,S3S4,Apr-18,Jan-12,SC (Nov 2012),NA,Blue,Y (Jun 2006),NA,Alsek Ranges; Babine Upland; Big Bend Trench; Bowron Valley; Bulkley Basin; Bulkley Ranges; Cariboo Basin; Cariboo Mountains; Cariboo Plateau; Cassiar Ranges; Central Boundary Ranges; Central Columbia Mountains; Central Chilcotin Ranges; Chilcotin Plateau; Clear Hills; Continental Slope; Crown of the Continent; Central Park Ranges; Central Pacific Ranges; Cranberry Upland; Dixon Entrance; East Kootenay Trench; Elk Valley; Eastern Muskwa Ranges; Eastern Purcell Mountains; Eastern Pacific Ranges; Eastern Skeena Mountains; Etsho Plateau; Flathead Valley; Fort Nelson Lowland; Fraser River Basin; Fraser Lowland; Front Ranges; Finlay River Trench; Georgia Lowland; Guichon Upland; Hart Foothills; Halfway Plateau; Hecate Lowland; Hecate Strait; Hozameen Range; Hyland Plateau; Juan de Fuca Strait; Johnstone Strait; Kechika Mountains; Kimsquit Mountains; Kiskatinaw Plateau; Kitimat Ranges; Kluane Ranges; Kechika River Trench; Leeward Island Mountains; Liard Plain; Leeward Pacific Ranges; Manson Plateau; Maxhamish Upland; McGregor Plateau; McGillivray Range; Meziadin Mountains; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Lowland; Nechako Upland; Northern Hart Ranges; Nicola Basin; Northern Island Mountains; Northern Kootenay Mountains; Northern Okanagan Basin; Northern Okanagan Highland; Northern Omineca Mountains; Northern Park Ranges; Northern Pacific Ranges; Northern Shuswap Highland; Northern Skeena Mountains; Northern Thompson Upland; Northwestern Cascade Ranges; Nahwitti Lowland; Okanagan Range; Outer Fjordland; Pavilion Ranges; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Queen Charlotte Lowland; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Quesnel Highland; Quesnel Lowland; Rabbit Plateau; Southern Boreal Plateau; Southern Boundary Ranges; Southern Columbia Mountains; Southern Chilcotin Ranges; Sikanni Chief Upland; Selkirk Foothills; Southern Gulf Islands; Shuswap Basin; Southern Hart Ranges; Simpson Upland; Skidegate Plateau; Southern Okanogan Basin; Strait of Georgia; Southern Okanogan Highland; Southern Omineca Mountains; Southern Park Ranges; Southern Purcell Mountains; Southern Pacific Ranges; Shuswap River Highland; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Thompson Basin; Tahltan Highland; Trout Lake Plain; Tranquille Upland; Tuya Range; Upper Columbia Valley; Upper Fraser Trench; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Whitehorse Upland; Windward Island Mountains; Western Muskwa Ranges; Western Okanagan Upland,NA,NA,NA,NA,NA,3 - Sensitive(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,1;2;3;4;5;6;7;8;9,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Columbia Shuswap Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; North Coast Regional District; Peace River Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of Kootenay Boundary; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Vanderhoof; Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Keremeos; Osoyoos; Penticton; Princeton; Oliver; Summerland; Lillooet; Squamish; Whistler; Pemberton; Ashcroft; Chase; Clinton; Kamloops; Logan Lake; Barriere; Cache Creek; Clearwater; Lytton; Merritt; Sun Peaks; Nelson; Slocan; Salmo; Silverton; Creston; Kaslo; New Denver; Nakusp; Castlegar; 100 Mile House; Golden; Revelstoke; Salmon Arm; Sicamous; Quesnel; Canal Flats; Cranbrook; Elkford; Fernie; Wells; Invermere; ; Kimberley; Radium Hot Springs; Sparwood; Williams Lake; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Armstrong; Coldstream; Enderby; Lumby; Spallumcheen; Vernon; Port Alberni; Tofino; Ucluelet; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Burns Lake; Alert Bay; Port Alice; Port Hardy; Port McNeill; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Mackenzie; McBride; Prince George; Valemont; Fort St James; Kitimat; Hazelton; Fraser Lake; New Hazelton; Stewart; Terrace; NRRM; Granisle; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor; Houston; Daajing Giids; Masset; Port Clements; Port Edward; Prince Rupert; Smithers; Kelowna; Lake Country; Peachland; West Kelowna; Telkwa; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,BG; BWBS; CWH; ESSF; ICH; IDF; MS; PP; SBPS; SBS; SWB,NA,Native,Regularly occurring,NA,NA,N,W,Currently the CDC is not mapping this species as it is quite wide spread.
Salvelinus confluentus pop. 10,NA,Bull Trout - Western Arctic Populations,NA,F-SACO-10,AFCHA05122,G5TNRQ,NA,S3,Apr-18,Apr-18,SC (Nov 2012),NA,Blue,NA,NA,NA,NA,NA,NA,1-SC (Aug 2019),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,Y,NA
Salvelinus confluentus pop. 12,NA,Bull Trout - Upper Yukon Watershed Populations,NA,F-SACO-12,AFCHA05124,G5TNRQ,NA,SU,Apr-18,Apr-18,DD (Nov 2012),NA,No Status,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,Y,NA
Salvelinus confluentus pop. 26,NA,Bull Trout - Pacific Populations,NA,F-SACO-11,AFCHA0502N,G5T3Q,Sep-15,S3S4,Apr-18,Apr-18,NAR (Nov 2012),NA,Blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,NA,NA
Salvelinus confluentus pop. 28,Salvelinus confluentus pop. 6,Bull Trout - South Coast Population,NA,F-SACO-06,AFCHA0502Q,G5T3Q,Sep-15,S2S3,Apr-18,Apr-18,SC (Nov 2012),NA,Blue,NA,NA,Central Chilcotin Ranges; Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hecate Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Island Mountains; Leeward Pacific Ranges; Nanaimo Lowland; North Coast Fjords; Nicola Basin; Northern Island Mountains; Northern Pacific Ranges; Northwestern Cascade Ranges; Nahwitti Lowland; Okanagan Range; Outer Fjordland; Pavilion Ranges; Queen Charlotte Strait; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges; Western Chilcotin Ranges,NA,NA,NA,1-SC (Aug 2019),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,1;2;3;5;8,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Mount Waddington; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Lillooet; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Sayward; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CDF; CWH; MH,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Salvelinus fontinalis,NA,Brook Trout,NA,F-SAFO,AFCHA05030,G5,Aug-15,SNA,May-19,Jan-03,NA,NA,Exotic,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Exotic,Regularly occurring,NA,NA,N,N,NA
Salvelinus malma,NA,Dolly Varden,NA,F-SAMA,AFCHA05040,G5,Dec-17,S4,Jan-12,Jan-12,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Salvelinus malma - northern lineage,Salvelinus malma pop. 2,Dolly Varden - Northern Lineage,NA,F-SAMA-02,AFCHA05042,G5T4T5Q,Aug-11,S4S5,Jan-12,Jan-12,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA
Salvelinus malma - southern lineage,Salvelinus malma pop. 1,Dolly Varden - Southern Lineage,NA,F-SAMA-01,AFCHA05041,G5TNRQ,NA,S4,Jan-12,Jan-12,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA
Salvelinus namaycush,NA,Lake Trout,NA,F-SANA,AFCHA05050,G5,Aug-15,S4,May-19,Nov-00,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sander vitreus,Stizostedion vitreum,Walleye,NA,F-SAVI,AFCQC05020,G5,Aug-15,S4S5,May-19,Jan-12,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Percidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sarda chiliensis,NA,Pacific Bonito,NA,F-SACH,AFCS306010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sardinops sagax,NA,Pacific Sardine,NA,F-SASG,AFCFA10010,GNR,NA,SNR,NA,NA,NAR (May 2002),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Clupeiformes,Clupeidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Scomber japonicus,NA,Pacific Chub Mackerel,NA,F-SCJA,AFCS307010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Scopelogadus mizolepis,NA,Flabby Ridgehead,NA,F-SCMI,AFC9C03010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Scopelosaurus harryi,NA,Scaly Waryfish,NA,F-SCHA,AFC8H01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Notosudidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Scorpaenichthys marmoratus,NA,Cabezon,NA,F-SCMA,AFC4E13010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
